track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,G#,Major,-1.5232077137731992,-1.4473648431991915,-0.27495980328641245,-0.21107144639917033,-0.1886134947097773,1.0953969124171181,-0.642445386958052
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,1,178,C#,Minor,-0.36784259000719566,-0.8124173234306089,0.7206776064209238,-1.0391435748229285,-0.1886134947097773,1.5371039659297814,-0.642445386958052
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,37,3,27,0,50,176,F#,Minor,0.1758586447062178,1.4733937477362884,0.22285890156725569,-0.09277542805291916,-0.1886134947097773,-0.524195617129314,-0.642445386958052
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,49,104,E,Minor,0.6515972250804546,1.3887340784338107,0.40954091588738123,0.34097663921666843,-0.1886134947097773,-0.22972424812087178,-0.642445386958052
Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,10,2,9,85,G,Major,0.1758586447062178,-1.9129930243628186,0.5339955921007983,-0.9997115687075114,-0.1886134947097773,1.3162504391734497,1.4994423771660252
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,17,7,41,1,29,117,F#,Minor,0.8554851880979846,0.542137385409034,0.7206776064209238,-0.9602795625920945,-0.1886134947097773,0.13836496313968097,-0.44772831749222675
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,20,98,F,Major,0.3797466077237478,-0.3044593076157428,-0.461641817606538,0.49870466367833666,-0.1886134947097773,1.0217790701650076,-0.44772831749222675
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,C#,Minor,-0.16395462698966562,0.8384462279677058,-0.5238691557132465,-0.8814155503612603,-0.1886134947097773,-0.22972424812087178,0.9152911687685498
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,6,148,A,Major,0.31178395338457116,1.1770849051776167,0.8451322826343408,1.1296167615250097,-0.1886134947097773,-0.22972424812087178,1.8888765160976755
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,30,0,320,120,D,Major,0.24382129904539446,1.2194147398288553,0.036176887247130134,0.9718887370633413,-0.1886134947097773,0.2856006476439021,2.083593585563501
I AM,IVE,1,2023,4,10,366,15,123132751,16,102,7,0,55,122,E,Minor,0.1758586447062178,0.796116393316467,0.9073596207410494,-0.7631195320150091,-0.1886134947097773,-0.008870721364540124,-0.05829417856057632
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518,0,0,6,0,0,144,F,Major,-1.319319750755669,-0.050480299708309764,0.9695869588477579,0.5381366697937537,-0.1886134947097773,1.3898682814255603,0.9152911687685498
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96,D,Major,0.3797466077237478,-1.2357156699429972,1.342950987488009,0.18324861475500023,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,55,137,G#,Major,0.7195598794196312,1.0077655665726613,-1.1461425367803317,1.405640804332929,-0.1886134947097773,-0.4505777748772034,2.3756691897622386
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,13,0,4,121,F#,Minor,-0.02802931831131227,-1.7013438511066246,0.7206776064209238,-0.7236875258995921,5.156848357233613,0.8745433856607865,-0.35036978275931413
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,A,Minor,0.24382129904539446,1.6427130863412438,0.5339955921007983,0.14381660863958318,-0.1886134947097773,-0.524195617129314,-0.5450868522251393
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,26,6,19,0,5,96,D,Major,0.4477092620629245,1.1770849051776167,1.4051783255947174,0.735296700370839,-0.1886134947097773,0.8745433856607865,-0.7398039216909645
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,C#,Major,-0.5717305530247258,-1.2357156699429972,-1.6439612416339997,0.6170006820245878,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,A,Major,0.31178395338457116,-0.38911897691822045,0.09840422535383865,-0.3293674647454215,0.26631942885987286,0.06474712088757043,-0.642445386958052
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182,A,Major,0.1758586447062178,1.0500954012239,0.9073596207410494,-0.013911415822085053,-0.1886134947097773,-0.524195617129314,-0.35036978275931413
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,4,145,E,Minor,0.3797466077237478,0.542137385409034,1.2807236493813003,-0.05334342193750211,-0.1886134947097773,3.1566964954762136,-0.7398039216909645
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,B,Minor,0.5836345707412779,-0.21979963831326513,0.9073596207410494,0.18324861475500023,-0.1886134947097773,-0.8186669861377562,-0.44772831749222675
Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,1,1,18,134,G,Major,0.9234478424371613,0.542137385409034,0.9073596207410494,-0.8419835442458432,-0.1886134947097773,0.948161227912897,-0.7398039216909645
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,55,130,G,Major,0.24382129904539446,0.2458285428503621,2.0274517066618025,-0.9997115687075114,-0.1886134947097773,-0.37695993262509286,0.03906435617233629
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,A#,Major,1.8749250031856348,-0.34678914226698165,0.2850862396739642,0.8141607126016731,-0.1886134947097773,-0.671431301633535,1.9862350508305882
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,B,Minor,-0.6396932073639023,-0.21979963831326513,0.16063156346054716,1.52393682267918,-0.1886134947097773,-0.37695993262509286,-0.642445386958052
Punto G,Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,1,92,B,Minor,-1.8630209854690827,-0.26212947296450395,-0.5238691557132465,1.6816648471408482,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,F,Minor,1.5351117314897513,0.542137385409034,-3.1374173561950043,1.6028008349100142,3.7920495865246617,-0.524195617129314,-0.05829417856057632
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,G,Minor,0.24382129904539446,-0.4314488115694593,-2.0795526083809595,2.075984908295019,-0.1886134947097773,-0.5978134593814245,-0.5450868522251393
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,17,13,27,0,43,120,G,Minor,0.6515972250804546,0.8807760626189447,1.4051783255947174,-0.3687994708608386,-0.1886134947097773,-0.8186669861377562,-0.5450868522251393
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,3,31,2,1,0,139,D#,Minor,1.0593731511155147,0.28815837750160095,1.1562689731678835,-0.21107144639917033,-0.1886134947097773,-0.5978134593814245,-0.5450868522251393
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,A#,Major,0.03993333602786441,1.2617445744800941,1.0940416350611748,1.0507527492941755,-0.1886134947097773,-0.671431301633535,0.2337814256381615
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,5,9,5,0,0,145,B,Minor,-0.43580524434637236,1.7273727556437215,1.6540876780215514,-1.0391435748229285,-0.1886134947097773,0.5800720166523443,-0.7398039216909645
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,G#,Major,-0.09599197265048895,-0.34678914226698165,0.7206776064209238,0.8930247248325073,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,C#,Major,1.1273358054546914,-0.3044593076157428,0.16063156346054716,-0.7236875258995921,-0.1886134947097773,-0.524195617129314,-0.44772831749222675
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,4,72,5,0,5,120,G,Major,-0.7756185160422557,0.8807760626189447,1.2807236493813003,-1.0391435748229285,-0.1886134947097773,-0.22972424812087178,-0.7398039216909645
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,8,77,2,1,1,123,G,Minor,-0.707655861703079,0.7114567240139893,0.7206776064209238,-0.7631195320150091,-0.1886134947097773,1.0953969124171181,-0.7398039216909645
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,0,131,A#,Major,0.4477092620629245,-0.008150465057070927,-1.2083698748870402,2.3520089511029383,-0.1886134947097773,0.21198280539179154,2.6677447939609764
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,247,54,"5,567",1,51,171,D,Major,-0.7756185160422557,-1.320375339245475,-1.3328245511004573,2.4703049694491894,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,18,51,"1,005",0,0,130,E,Minor,0.03993333602786441,1.3464042437825718,1.0318142969544664,-0.684255519784175,-0.1886134947097773,-0.7450491438856457,-0.642445386958052
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,10,41,20,0,1,94,B,Major,-0.5717305530247258,-0.3044593076157428,-0.5238691557132465,2.115416914410436,-0.1886134947097773,-0.8922848283898668,-0.7398039216909645
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024,4,45,11,2,24,89,G,Minor,0.7875225337588079,0.6267970547115117,0.5962229302075067,-0.7236875258995921,-0.1886134947097773,-0.524195617129314,-0.5450868522251393
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995,20,8,15,0,6,87,F,Minor,-1.183394442077316,-0.0928101343595486,0.7206776064209238,-0.5659595014379238,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,11,3,18,1,1,124,B,Minor,0.1758586447062178,-0.9394068273843253,0.5339955921007983,-0.5659595014379238,-0.1886134947097773,-0.524195617129314,1.4994423771660252
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,23,0,18,0,33,78,G#,Major,-0.6396932073639023,-1.0663963313380418,-1.6439612416339997,2.5491689816800234,-0.1886134947097773,-0.5978134593814245,-0.642445386958052
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432,190,104,147,18,63,120,G#,Major,-2.1348716028257892,-0.9817366620355642,-2.2662346227010848,2.1548489205258528,-0.1886134947097773,-0.008870721364540124,-0.7398039216909645
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276,8,1,13,0,0,96,F#,Minor,1.2632611141330448,0.7114567240139893,0.9073596207410494,0.49870466367833666,-0.1886134947097773,-0.524195617129314,1.791517981364763
HAPPY,NF,1,2023,3,25,660,0,52722996,22,7,11,0,78,106,G,Major,-0.5717305530247258,1.1347550705263778,1.840769692341677,0.025520590293332004,-0.1886134947097773,0.8009255434086759,1.2073667729672874
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,4,11,5,1,2,170,D,Minor,-0.5717305530247258,-0.0928101343595486,0.036176887247130134,-0.9602795625920945,-0.1886134947097773,-0.37695993262509286,-0.7398039216909645
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,16,15,5,0,1,134,B,Minor,-1.2513570964164926,-0.13513996901078745,0.16063156346054716,-0.644823513668758,-0.1886134947097773,0.5800720166523443,-0.7398039216909645
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,199,16,58,115,A#,Major,0.31178395338457116,1.896692094248677,-0.0882777889662869,-0.05334342193750211,-0.1886134947097773,0.21198280539179154,-0.35036978275931413
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608,30,84,88,1,28,130,F#,Major,-0.9795064790597858,-0.008150465057070927,0.34731357778067273,0.8930247248325073,-0.1886134947097773,-0.3033420903729823,-0.7398039216909645
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,46,16,117,110,G,Major,0.9234478424371613,1.9390219288999158,0.7829049445276323,1.9182568838333507,-0.1886134947097773,1.2426325969213392,-0.7398039216909645
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,29,9,12,0,52,100,A,Major,0.991410496776338,0.41514788145531745,-0.33718714139312095,0.14381660863958318,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,5,48,2,1,9,142,G,Minor,0.4477092620629245,-0.34678914226698165,0.2850862396739642,-0.5659595014379238,-0.1886134947097773,-0.4505777748772034,-0.35036978275931413
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,81,27,66,9,444,116,G,Major,-0.9795064790597858,-0.47377864622069815,-1.7684159178474168,1.8393928716025165,-0.1886134947097773,-0.524195617129314,2.1809521202964133
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,9,0,14,120,A,Major,0.31178395338457116,0.3304882121528398,0.7206776064209238,-0.09277542805291916,-0.1886134947097773,1.7579574926861132,1.6941594466318504
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,43,8,85,92,F,Minor,0.5156719164021012,-1.4050350085479526,-2.4529166370212105,2.0365529021796016,-0.1886134947097773,-0.524195617129314,1.4994423771660252
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,23,2,21,0,0,110,G#,Minor,-0.16395462698966562,0.8807760626189447,1.9029970304483856,0.18324861475500023,-0.1886134947097773,5.438849605291641,-0.5450868522251393
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,20,68,50,0,22,120,A#,Major,0.5156719164021012,-0.34678914226698165,0.036176887247130134,-0.4476634830916727,-0.1886134947097773,-0.524195617129314,2.083593585563501
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,55,1,16,115,F,Minor,-0.09599197265048895,-0.17746980366202628,-1.5195065654205828,1.7999608654870993,-0.1886134947097773,-0.524195617129314,-0.7398039216909645
I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,135,0,6,76,A#,Major,-0.09599197265048895,-1.4896946778504303,-0.461641817606538,-0.644823513668758,-0.07488026381736478,-0.4505777748772034,-0.7398039216909645
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,181,0,10,172,F#,Major,-0.503767898685549,0.03417936959416791,0.7206776064209238,-0.3687994708608386,-0.1886134947097773,0.06474712088757043,-0.5450868522251393
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,"1,509",0,13,99,A#,Major,0.4477092620629245,0.542137385409034,0.5339955921007983,-0.8025515381304262,-0.1886134947097773,-0.5978134593814245,-0.44772831749222675
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,27,27,29,1,1,150,G#,Minor,0.8554851880979846,-0.9394068273843253,0.16063156346054716,0.10438460252416612,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992,0,0,0,0,0,92,A#,Minor,-0.6396932073639023,-0.38911897691822045,0.22285890156725569,-0.9997115687075114,-0.1886134947097773,-0.3033420903729823,-0.642445386958052
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,20,8,30,2,0,95,C#,Major,-0.7756185160422557,0.20349870819912327,-0.0882777889662869,-0.5265274953225068,-0.1886134947097773,0.06474712088757043,1.5968009118989377
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,3,102,B,Minor,-0.23191728132884232,-1.1087261659892806,1.5296330018081346,-1.0391435748229285,-0.1886134947097773,-0.22972424812087178,-0.15565271329348893
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,39,0,"7,341",0,0,110,A,Major,-0.09599197265048895,0.9654357319214224,1.218496311274592,-0.05334342193750211,-0.1886134947097773,0.21198280539179154,-0.642445386958052
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,22,82,8,0,9,94,B,Minor,-2.882460800556733,-1.4473648431991915,-2.141779946487668,2.5097369755646066,-0.1886134947097773,-0.37695993262509286,-0.7398039216909645
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,11,58,5,0,21,142,G,Major,-0.23191728132884232,-0.8547471580818476,0.4717682539940897,-0.4476634830916727,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109,4,20,0,0,0,121,F#,Minor,-0.16395462698966562,1.2194147398288553,1.342950987488009,-0.684255519784175,-0.1886134947097773,0.06474712088757043,-0.05829417856057632
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280,22,101,0,0,66,140,D#,Minor,1.6710370401681047,0.9231058972701836,-0.8350058462467891,1.1296167615250097,-0.1886134947097773,-0.22972424812087178,-0.44772831749222675
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,18,0,19,137,C#,Minor,0.991410496776338,0.4574777161065563,0.5962229302075067,-0.644823513668758,-0.1886134947097773,1.0953969124171181,-0.35036978275931413
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,11,54,0,0,103,104,G#,Major,-1.5911703681123759,-0.5584383155231758,0.7829049445276323,-0.684255519784175,-0.1886134947097773,-0.671431301633535,0.9152911687685498
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,F,Major,0.1758586447062178,0.2458285428503621,-0.026050450859578377,-0.13220743416833622,-0.1886134947097773,-0.7450491438856457,2.083593585563501
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,D,Minor,0.03993333602786441,1.3464042437825718,0.40954091588738123,-0.9208475564766774,-0.1886134947097773,0.948161227912897,-0.2530112480264015
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,23,120,D,Major,-1.795058331129906,-1.786003520409102,-2.4529166370212105,2.273144938872104,-0.07488026381736478,-0.3033420903729823,-0.642445386958052
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,15,17,0,0,0,144,D,Major,0.03993333602786441,-0.050480299708309764,-0.9594605224602061,1.1690487676404266,-0.1886134947097773,-0.7450491438856457,-0.642445386958052
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,11,101,0,0,48,94,A,Major,-1.3872824050948458,-1.1087261659892806,-1.3328245511004573,1.405640804332929,-0.1886134947097773,1.0217790701650076,-0.7398039216909645
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,47,113,G,Minor,0.24382129904539446,1.3464042437825718,1.5296330018081346,-0.9997115687075114,-0.1886134947097773,-0.08248856361665068,-0.15565271329348893
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,1,0,0,148,E,Major,-1.4552450594340225,-0.7277576541281312,-0.026050450859578377,0.18324861475500023,-0.1886134947097773,-0.8186669861377562,2.278310655029326
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,C#,Major,0.7875225337588079,0.7114567240139893,0.9073596207410494,-0.9997115687075114,-0.1886134947097773,-0.5978134593814245,-0.2530112480264015
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,1,0,1,140,B,Major,-0.6396932073639023,-1.9976526936652963,-0.27495980328641245,-0.7631195320150091,4.474448971879137,-0.7450491438856457,-0.7398039216909645
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,G,Major,-1.795058331129906,-1.786003520409102,-0.21273246517970393,-0.9602795625920945,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,F#,Major,-1.8630209854690827,-1.1933858352917583,-1.0216878605669146,-0.8419835442458432,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,7,100,E,Minor,1.3312237684722212,0.03417936959416791,-0.7727785081400805,0.18324861475500023,-0.1886134947097773,0.7273077011565654,1.3047253077002001
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,A,Minor,-1.8630209854690827,-0.516108480871937,-0.026050450859578377,-0.21107144639917033,-0.1886134947097773,-0.8186669861377562,-0.35036978275931413
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,0,0,0,142,D,Major,1.603074385828928,1.9390219288999158,-0.461641817606538,0.45927265756291963,-0.1886134947097773,1.610721808181892,1.791517981364763
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,7,176,E,Minor,1.5351117314897513,1.0500954012239,1.0318142969544664,-0.4476634830916727,2.540984046708124,1.0953969124171181,-0.44772831749222675
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,61,140,F#,Major,0.9234478424371613,-1.9129930243628186,1.218496311274592,-0.8419835442458432,2.4272508158157113,-0.8922848283898668,-0.44772831749222675
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,0,105,D#,Minor,-1.2513570964164926,-1.1510560006405195,0.09840422535383865,-0.2899354586300045,-0.1886134947097773,-0.008870721364540124,1.791517981364763
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,71,2,0,135,F,Major,-0.23191728132884232,-0.3044593076157428,0.036176887247130134,0.06495259640874906,-0.1886134947097773,-0.3033420903729823,0.1364228909052489
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,13,0,4,128,E,Minor,1.8749250031856348,1.6850429209924827,1.5296330018081346,-0.8025515381304262,-0.1886134947097773,0.948161227912897,1.3047253077002001
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,38,101,F,Major,-0.299879935668019,-1.320375339245475,-0.586096493819955,1.7999608654870993,-0.1886134947097773,-0.8922848283898668,-0.44772831749222675
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,A#,Major,-1.9309836398082594,-1.1510560006405195,-1.3328245511004573,0.49870466367833666,-0.1886134947097773,0.3592184898960126,-0.7398039216909645
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,21,0,1,83,C#,Major,-0.02802931831131227,-1.0663963313380418,-0.026050450859578377,1.0113207431787585,-0.1886134947097773,-0.08248856361665068,-0.05829417856057632
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,10,77,B,Minor,-0.6396932073639023,-1.4473648431991915,-0.1505051270729954,-0.3293674647454215,-0.1886134947097773,0.13836496313968097,-0.2530112480264015
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,B,Minor,-0.6396932073639023,-0.9394068273843253,1.840769692341677,-1.0391435748229285,-0.1886134947097773,-0.671431301633535,0.03906435617233629
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,C#,Major,0.1758586447062178,-0.8547471580818476,-1.892870594060834,1.3267767921020948,-0.07488026381736478,-0.524195617129314,-0.642445386958052
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,5,176,G,Major,-1.4552450594340225,0.07650920424540675,0.8451322826343408,-0.13220743416833622,-0.1886134947097773,3.9664927602494298,-0.44772831749222675
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,52,98,B,Major,0.1758586447062178,1.7273727556437215,1.1562689731678835,-0.9997115687075114,-0.1886134947097773,-0.8186669861377562,-0.44772831749222675
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,B,Minor,-0.16395462698966562,-0.6430979848256535,-1.083915198673623,0.18324861475500023,-0.1886134947097773,-0.4505777748772034,-0.05829417856057632
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,F,Minor,1.1273358054546914,0.796116393316467,0.2850862396739642,-0.9997115687075114,-0.1886134947097773,-0.9659026706419773,-0.5450868522251393
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,9,0,23,158,F#,Minor,-2.202834257164966,-0.5584383155231758,-2.5773713132346274,2.5491689816800234,-0.1886134947097773,0.8009255434086759,-0.7398039216909645
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,F,Minor,-2.9504234548959096,1.0500954012239,-0.27495980328641245,1.9971208960641846,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,8,96,F#,Minor,-1.1154317877381392,0.7537865586652281,1.0318142969544664,-1.0391435748229285,-0.1886134947097773,0.21198280539179154,-0.5450868522251393
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,F,Minor,-1.183394442077316,1.896692094248677,1.0940416350611748,0.8141607126016731,-0.1886134947097773,1.1690147546692287,-0.642445386958052
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,A,Major,-0.16395462698966562,0.796116393316467,-1.083915198673623,2.3914409572183555,-0.1886134947097773,-0.671431301633535,-0.642445386958052
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,105,41,114,1,59,170,F#,Minor,-0.9795064790597858,1.3887340784338107,0.7829049445276323,0.5381366697937537,-0.1886134947097773,1.0217790701650076,-0.7398039216909645
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,G#,Major,0.24382129904539446,0.16116887354788442,-2.390689298914502,2.312576944987521,-0.1886134947097773,-0.37695993262509286,-0.2530112480264015
